Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month
2007-06-16 13:16,1181967379,dhr,18.254702,10.65,122.951523,-9.71,22950000000,24850000000,20.68,17.5,1.29,2.27,3.57,2.48,13.173,11.6,15.8,9.2,18.7,10010000000,32.423,19.2,4240000000,1890000000,1160000000,3.59,18.1,197560000,0.639,2330000000,0.33,1.575,20.599001,1530000000,615740000,1.14,72.24,72.37,1833760,309200000,228560000,20.15,73.7,4300000,3.3,1.7,4170000
2007-07-17 11:24,1184639067,dhr,19.759134,-4.66,124.300987,-18.28,24330000000,26460000000,21.93,18.47,1.34,2.43,3.82,2.64,14.023,11.6,15.8,9.2,18.7,10010000000,32.423,19.2,4240000000,1890000000,1160000000,3.59,18.1,197560000,0.639,2330000000,0.33,1.575,20.599001,1530000000,615740000,1,74.78,72.85,1800010,309200000,228560000,20.15,73.8,5130000,2.4,2.1,4980000
2009-02-07 7:57,1233961049,dhr,14.50824,21.95,72.268158,25.46,18640000000,20860000000,14.92,14.82,1.35,1.45,1.88,1.64,9.108,10.38,15.37,6.98,13.95,12700000000,39.759,1.1,5040000000,2290000000,1320000000,3.92,-4.5,392850000,1.234,2620000000,0.267,1.545,30.808001,1860000000,1370000000,0.88,55.22,64.06,2733540,318380000,253990000,19.71,74.7,6790000,3.6,2.4,7010000
2011-09-25 18:02,1316941351,dhr,21.373379,28.51,99.845856,31.03,29280000000,35300000000,13.32,13.06,0.99,2.09,1.78,2.52,12.27,15.66,17.43,5.93,14.04,14030000000,21.26,15.4,6630000000,2880000000,2010000000,3.21,74.2,551580000,0.81,6570000000,39.7,1.53,24.05,2250000000,766700000,0.94,43.6,50.19,5075620,685550000,569750000,17.78,74.2,9710000,1.6,2,9960000
2011-12-30 8:02,1325199756,dhr,23.574106,17.25,111.063309,14.05,32590000000,38000000000,15.84,14.43,0.94,2.11,1.98,2.46,12.3,13.42,16.45,6.1,12.76,15460000000,23.14,46.1,6630000000,3090000000,1900000000,3,-19,484370000,0.71,5900000000,35.6,1.53,24.04,2370000000,844820000,0.94,47.11,47.14,3771550,686350000,570910000,17.78,74.2,9000000,2.6,1.9,10950000
2013-04-23 9:19,1366676382,dhr,29.702333,24.58,143.361069,21.2,40820000000,43220000000,16.94,15.4,1.43,2.22,2.07,2.35,10.59,13.44,17.56,6.42,13.13,18390000000,26.52,3,9410000000,4080000000,2470000000,3.48,12.9,2150000000,3.11,4470000000,22.64,2.02,28.44,3410000000,2180000000,1.18,61.26,57.74,2755340,692000000,638610000,14.04,79.6,6520000,2.7,1.2,8260000
2013-04-25 3:17,1366827426,dhr,30.380928,21.25,144.033463,19.89,41490000000,43220000000,17.22,15.66,1.48,2.22,2.08,2.35,10.59,13.44,17.56,6.42,13.13,18390000000,26.52,3,9410000000,4080000000,2470000000,3.48,12.9,2150000000,3.11,4470000000,22.64,2.02,28.44,3410000000,2180000000,1.18,61.25,57.75,2728780,692000000,638610000,14.04,79.6,6520000,2.7,1.2,8260000
2006-04-14 19:52,1145011952,dis,23.182566,25.66,101.072968,14.99,53690000000,65080000000,22.09,17.32,1.43,1.67,2.16,2.03,10.841,8.03,12.92,5.29,10.13,32130000000,16.046,2.2,4110000000,6000000000,2620000000,1.26,7,1820000000,0.945,13200000000,0.521,0.958,12.943,4690000000,2000000000,1.35,27.98,25.71,11718100,1930000000,1930000000,0.03,69.2,51740000,5.3,2.7,45950000
2006-05-16 14:27,1147757233,dis,25.236404,19.72,101.544136,19.4,58180000000,68970000000,22.75,18.29,1.51,1.8,2.24,2.13,11.291,8.22,13.08,5.41,10.18,32330000000,16.39,2.5,4110000000,6110000000,2690000000,1.32,5,2030000000,1.047,12820000000,0.494,1.021,13.376,5320000000,2900000000,1.4,28.07,26.45,10035500,1940000000,1940000000,0.03,66.5,49550000,6.1,2.4,51740000
2006-06-15 22:06,1150376796,dis,24.271851,22.32,99.039108,24.14,64070000000,73760000000,22.15,17.8,1.43,1.95,2.14,2.28,12.074,8.22,13.08,5.41,10.18,32330000000,16.39,2.5,4110000000,6110000000,2690000000,1.32,11.6,2030000000,0.925,12820000000,0.494,1.021,13.376,5320000000,2900000000,1.13,29.42,27.2,11020900,2190000000,2190000000,0.02,61.1,39970000,3.6,2,49550000
2007-02-21 9:39,1172018395,dis,29.483969,-4.52,116.292076,-5.96,71800000000,81750000000,16.98,17.44,1.41,2.04,2.19,2.33,9.755,12.35,17.16,7.57,15.01,35160000000,17.278,9.8,5480000000,8380000000,4340000000,2.06,131.7,2440000000,1.19,12390000000,0.381,1.05,15.973,6000000000,4650000000,1.09,34.92,32.42,9806870,2050000000,2050000000,7.44,66.4,43540000,4.9,2.3,44320000
2007-04-09 12:40,1176090029,dis,29.290989,-7.46,115.52166,-3.43,71510000000,81460000000,16.91,17.37,1.47,2.03,2.19,2.32,9.721,12.35,17.16,7.57,15.01,35160000000,17.278,9.8,5480000000,8380000000,4340000000,2.06,131.7,2440000000,1.19,12390000000,0.381,1.05,15.973,6000000000,4650000000,1,34.5,33.5,10710900,2050000000,2050000000,7.44,66.5,42470000,4,2.2,35930000
2007-05-09 6:40,1178660422,dis,30.306232,-0.52,120.896294,-6.15,74870000000,81480000000,17.71,18.09,1.5,2.1,2.26,2.32,9.723,12.35,17.16,7.57,15.01,35160000000,17.278,9.8,5480000000,8380000000,4340000000,2.06,131.7,2440000000,1.19,12390000000,0.381,1.05,15.973,6000000000,4650000000,1,35.02,34.23,10320400,2050000000,2050000000,7.44,66.5,42470000,4,2.2,35930000
2007-05-11 11:31,1178850708,dis,30.26428,-1.13,120.656372,-6.14,73110000000,83060000000,17.29,17.58,1.55,2.08,2.23,2.36,9.912,12.35,17.16,7.57,15.01,35160000000,17.278,9.8,5480000000,8380000000,4340000000,2.06,131.7,2440000000,1.19,12390000000,0.381,1.05,15.973,6000000000,4650000000,0.81,35.11,34.28,10064500,2050000000,2050000000,7.44,65.2,45630000,4.7,2.4,42470000
2007-05-12 13:06,1178942813,dis,30.26428,-1.13,120.656372,-6.14,73890000000,84790000000,22.06,18.04,1.46,2.08,2.23,2.47,10.915,9.84,15.98,7,11.63,34280000000,17.1,13.6,5480000000,7770000000,3370000000,1.64,106.3,2410000000,1.166,13820000000,0.434,0.937,15.973,6060000000,4290000000,1.09,35.14,34.29,10023400,2050000000,2070000000,20.91,68.5,43540000,4.9,2.3,44320000
2007-05-26 19:57,1180177064,dis,30.230719,-4.11,121.320168,-7.5,71400000000,81910000000,16.97,17.24,1.37,2.02,2.22,2.33,9.368,12.89,18.12,8.06,15.74,35200000000,17.059,0.6,5480000000,8740000000,4540000000,2.12,27,2180000000,1.101,12690000000,0.4,0.926,16.125,6640000000,5200000000,0.81,35.62,34.69,9586330,1980000000,1980000000,7.69,69.1,45630000,4.7,2.5,42470000
2007-06-03 12:29,1180841395,dis,29.567881,-1.75,123.231644,-8.1,69830000000,80340000000,16.6,16.86,1.35,2,2.2,2.28,9.189,12.89,18.12,8.06,15.74,35200000000,17.059,0.6,5480000000,8740000000,4540000000,2.12,27,2180000000,1.101,12690000000,0.4,0.926,16.125,6640000000,5200000000,0.78,35.69,34.8,9725490,1980000000,1710000000,7.69,66.7,47710000,5.2,2.6,45630000
2007-06-12 15:10,1181628639,dis,28.158281,3.07,119.688576,-8.76,67120000000,78240000000,15.95,16.28,1.39,1.92,2.12,2.22,8.949,12.89,18.12,8.06,15.74,35200000000,17.059,0.6,5480000000,8740000000,4540000000,2.12,27,2180000000,1.101,12690000000,0.4,0.926,16.125,6640000000,5200000000,0.78,35.6,34.91,9831990,1980000000,1710000000,7.69,66.7,47710000,5.2,2.6,45630000
2007-07-04 3:46,1183488378,dis,29.809589,-9.57,122.365211,-15.42,68450000000,78910000000,16.27,16.53,1.39,1.94,2.14,2.24,9.026,12.89,18.12,8.06,15.74,35200000000,17.059,0.6,5480000000,8740000000,4540000000,2.12,27,2180000000,1.101,12690000000,0.4,0.926,16.125,6640000000,5200000000,0.78,34.92,34.87,10410500,1980000000,1710000000,7.69,66.7,50760000,5.5,2.8,47710000
2007-07-13 20:30,1184326232,dis,29.662868,-14.12,124.381317,-18.41,68110000000,78380000000,16.19,16.44,1.36,1.93,2.12,2.23,8.965,12.89,18.12,8.06,15.74,35200000000,17.059,0.6,5480000000,8740000000,4540000000,2.123,27,2180000000,1.101,12690000000,0.4,0.926,16.125,6640000000,5200000000,0.78,34.61,34.84,10203000,1980000000,1710000000,7.69,66.7,50760000,5.5,2.8,47710000
2007-10-21 13:19,1192940383,dis,29.179569,-20.62,120.790894,-32.58,65620000000,75830000000,15.6,15.95,1.23,1.89,2.22,2.12,9.361,12.84,18.59,6.98,14.46,35770000000,17.519,6.7,5480000000,8100000000,4630000000,2.17,4.7,3460000000,1.785,13680000000,0.433,1.133,15.676,6260000000,4440000000,0.6,34.41,34.56,9940160,1940000000,1680000000,0.75,65.5,38800000,4.1,2.2,40400000
2008-01-23 16:21,1201072887,dis,24.87995,-25.37,108.604774,-36.69,52230000000,65300000000,12.2,11.73,0.97,1.51,1.79,1.84,7.894,13.2,19.1,7.01,14.94,35510000000,17.72,3.2,6780000000,8270000000,4670000000,2.25,12.1,3670000000,1.928,15450000000,0.502,0.993,15.673,5420000000,3790000000,0.56,31.6459,33.3061,10741500,1900000000,1760000000,7.29,64.6,41640000,4.1,2.4,41740000
2008-05-11 8:19,1210461555,dis,29.922235,-26.88,113.251785,-32.58,64590000000,76900000000,16.54,14.29,1.17,1.79,2.2,2.11,8.899,11.64,19.63,7.21,13.51,36380000000,18.512,9.1,6780000000,8640000000,4250000000,2.07,-26.5,3410000000,1.813,15730000000,0.518,1.071,15.733,5570000000,3340000000,0.57,31.91,31.94,12000000,1880000000,1730000000,7.37,66.6,55910000,5,3.2,57170000
2008-11-01 18:02,1225530141,dis,22.603065,7.22,79.804276,9.72,48620000000,59600000000,11.24,10.93,1.1,1.27,1.44,1.6,6.562,12.17,20.15,7.76,14.14,37330000000,19.587,2.1,6780000000,9080000000,4550000000,2.306,9,2590000000,1.38,13570000000,0.414,1.12,17.532,5770000000,3340000000,0.66,28.0451,31.1022,16079200,1880000000,1730000000,7.4,67.4,57990000,2.6,3.3,61340000
2008-12-23 21:59,1230037142,dis,19.34697,50.13,71.586853,32.94,40440000000,53410000000,9.59,9.3,1.11,1.07,1.26,1.41,5.944,11.7,19.57,7.5,14.04,37840000000,20.023,5.8,37840000000,8990000000,4430000000,2.28,-13.3,3000000000,1.621,14900000000,0.461,1.006,17.434,5450000000,3090000000,0.88,22.31,28.37,19429400,1850000000,1700000000,7.51,66.8,58390000,2.6,3.4,54520000
2009-02-06 23:50,1233931818,dis,17.221901,53.63,72.268158,25.46,36000000000,46530000000,8.53,9.58,1.15,0.92,1.07,1.23,5.178,11.7,19.57,7.5,14.04,37840000000,20.023,5.8,37840000000,8990000000,4430000000,2.279,-13.3,3000000000,1.621,14900000000,0.461,1.006,17.434,5450000000,3090000000,0.89,21.7097,26.1641,17493900,1850000000,1710000000,7.51,66.5,59030000,5.5,3.4,57320000
2011-09-03 7:59,1315004352,dis,29.390982,54.96,103.102608,22.32,60250000000,69980000000,13.77,11.15,0.9,1.54,1.56,1.74,7.37,11.33,19.11,6.89,12.35,40210000000,21.21,6.7,6730000000,9500000000,4560000000,2.36,10.9,3520000000,1.9,13250000000,32.39,1.07,21.4,7100000000,3560000000,1.24,35.48,39.81,14423200,1860000000,1720000000,7.37,66.6,42120000,2.2,2.4,37610000
2011-10-11 4:36,1318275405,dis,29.526802,59.67,105.262917,22.26,61250000000,68570000000,13.99,11.38,0.87,1.46,1.48,1.71,7.22,11.33,19.11,6.89,12.35,40210000000,21.21,6.7,6730000000,9500000000,4560000000,2.36,10.9,3520000000,1.9,13250000000,32.39,1.07,21.4,7100000000,3560000000,1.3,31.75,37.75,15671800,1860000000,1720000000,7.37,66.6,49020000,3.5,2.8,45370000
2011-11-02 23:39,1320244745,dis,30.848757,48.56,109.0355,17.66,63230000000,72100000000,14.45,11.83,1.02,1.55,1.57,1.79,7.59,11.33,19.11,6.89,12.35,40210000000,21.21,6.7,6730000000,9500000000,4560000000,2.36,10.9,3520000000,1.9,13250000000,32.39,1.07,21.4,7100000000,3560000000,1.4,32.61,36.84,15464700,1860000000,1720000000,7.37,66.6,41370000,3,2.4,42810000
2012-01-03 13:50,1325566251,dis,35.270378,35.43,112.833237,17.1,67370000000,78450000000,14.88,11.26,0.95,1.65,1.81,1.92,8.11,11.76,19.14,6.92,13.35,40890000000,21.78,7,7780000000,9670000000,4810000000,2.52,30.2,3180000000,1.77,14260000000,36.16,1.14,20.68,6990000000,2650000000,1.37,35.9,35.16,11612800,1800000000,1660000000,7.37,66.6,43610000,3.2,2.5,38770000
2012-03-16 4:36,1331840174,dis,39.763184,35.37,124.704887,13.54,79940000000,90580000000,16.51,12.79,1.13,1.95,2.15,2.21,9.1,12.13,19.73,6.97,13.76,40960000000,22.08,0.6,7780000000,9960000000,4970000000,2.63,12.4,3770000000,2.05,14390000000,36.49,1.11,20.26,7610000000,4200000000,1.34,41.38,36.51,9681350,1840000000,1840000000,7.78,66.8,37680000,3.7,2.1,38230000
2012-06-16 3:34,1339785247,dis,43.353752,37.57,119.847435,23.71,84170000000,96630000000,16.87,13.61,1.22,2.03,2.25,2.33,9.43,12.46,20.07,7.14,14.11,41510000000,22.71,6.1,7780000000,10240000000,5170000000,2.79,21.3,3730000000,2.09,16030000000,40.16,1.14,20.93,7470000000,3300000000,1.14,44.86,41.47,9117410,1790000000,1790000000,7.78,67.1,48010000,4.6,2.7,43190000
2012-07-28 10:50,1343440220,dis,45.977623,32.11,123.903679,24.67,89250000000,1.0156E+11,17.89,14.35,1.33,2.14,2.37,2.45,9.92,12.46,20.07,7.14,14.11,41510000000,22.71,6.1,7780000000,10240000000,5170000000,2.79,21.3,3730000000,2.09,16030000000,40.16,1.14,20.93,7470000000,3300000000,1.13,47.84,43.78,9600930,1790000000,1790000000,7.78,67.1,47310000,5.7,2.6,49540000
2012-08-15 16:26,1345015571,dis,45.931595,26.96,125.931831,20.68,89390000000,99810000000,16.47,14.23,1.29,2.13,2.25,2.38,9.26,13.18,21.04,7.53,14.54,41920000000,23.22,3.9,7780000000,10780000000,5520000000,3.02,24.1,4370000000,2.44,15020000000,35.71,1.33,22.12,8540000000,3350000000,1.15,48.77,44.73,9168270,1790000000,1790000000,7.78,67.1,45630000,5.4,2.6,47310000
2012-11-12 3:46,1352659566,dis,43.685188,45.02,124.196854,30.78,1.3177E+11,1.4269E+11,15.04,12.16,1.16,3.31,3.52,3.38,13.15,13.44,20.96,7.54,15.17,42280000000,23.57,3.4,7780000000,10850000000,5680000000,3.13,14.4,3390000000,1.21,14310000000,34.11,1.07,14.2,7970000000,3950000000,1.17,51.23,48.57,8316080,2800000000,2800000000,7.75,67.8,35910000,4.7,2,39700000
2013-02-06 7:03,1360101818,dis,50.965027,40.3,136.7379,19.78,96210000000,1.0742E+11,17.35,14.06,1.38,2.26,2.41,2.54,9.79,13.44,21.25,7.64,15.17,42280000000,23.57,3.4,8860000000,10970000000,5680000000,3.13,14.4,3390000000,1.91,14600000000,34.78,1.07,22.34,7970000000,4420000000,1.13,51.8,50.6,8998390,1770000000,1770000000,7.75,67.8,35960000,4.1,2,35860000
2013-04-22 6:29,1366579781,dis,57.966644,29.71,141.898209,22.74,1.1114E+11,1.2539E+11,19.86,15.87,1.4,2.53,2.63,2.93,11.5,13.07,20.74,7.19,14.71,42840000000,23.95,5.2,8860000000,10900000000,5600000000,3.1,-5.6,3210000000,1.78,17460000000,40.25,0.99,22.79,7380000000,3580000000,1.09,57.77,52.94,8477770,1810000000,1670000000,7.35,64.8,37220000,5.5,2.1,38900000
2013-05-08 15:31,1367994707,dis,61.687119,25.18,148.412949,17.22,1.1714E+11,1.3124E+11,20.93,16.64,1.47,2.78,2.9,3.06,12.04,13.07,20.74,7.19,14.71,42840000000,23.95,5.2,8860000000,10900000000,5600000000,3.1,-5.6,3210000000,1.78,17460000000,40.25,0.99,22.79,7380000000,3580000000,1.09,59.98,53.99,7892770,1810000000,1670000000,7.35,64.8,39370000,5.1,2.2,37220000
2013-08-07 21:54,1375880051,dis,61.612347,31.34,154.532654,15.13,1.187E+11,1.3277E+11,19.97,16.73,1.58,2.76,2.87,3.03,11.69,13.64,21.19,7.4,15.43,43760000000,24.42,9.6,8860000000,11350000000,5970000000,3.3,32.4,3950000000,2.19,16940000000,38.37,1.12,23.38,7720000000,5700000000,1.05,64.6,60.85,7577820,1800000000,1670000000,7.31,64.7,34970000,5,1.9,35700000
2013-04-22 6:29,1366579794,disca,39.969341,-0.84,141.898209,22.74,28440000000,32380000000,31.38,18.36,1.07,6.24,4.45,7.22,16.22,21.02,42.21,9.53,14.92,4490000000,11.93,8.5,3270000000,2000000000,954000000,2.48,-33.3,1300000000,3.55,5240000000,83.32,2.89,17.22,1100000000,2120000000,1.16,78.19,67.32,1444310,365300000,236730000,1.48,102.1,12680000,7.7,10.9,11790000
2013-05-21 10:24,1369099444,disca,40.878895,-7.12,151.89296,15.42,28620000000,32580000000,30.97,18.51,1.06,6.28,4.61,7.15,16.58,20.91,40.81,8.82,15.01,4560000000,12.31,6.5,3270000000,1960000000,963000000,2.55,4.5,2470000000,6.82,6430000000,102.45,3.65,17.09,982000000,2200000000,1.14,78.71,70.15,1527520,363000000,233380000,1.48,102.1,11710000,8.4,10.1,12550000
2007-03-24 15:36,1174718175,dks,26.373455,-3.1,114.681908,-6.1,2960000000,3010000000,28.28,19.69,0.97,0.94,4.73,0.97,11.904,3.62,6.35,9.11,21.75,3110000000,60.757,20.8,737640000,252640000,112610000,2.03,25.3,135940000,2.639,181020000,0.292,1.539,12.047,196220000,-80700000,2.46,53.57,50.59,832917,51520000,38060000,0.72,116.5,4380000,5,8.6,5500000
2012-01-20 4:10,1327000241,dks,37.875797,19.73,116.771317,14.91,4960000000,4620000000,21.3,17.34,1.3,0.97,3.17,0.9,8.92,4.69,7.9,9.15,17.26,5120000000,42.84,9.3,1450000000,518180000,240320000,1.93,146,483370000,4,140100000,8.97,1.87,12.95,443650000,178700000,1.16,37.53,36.61,1765940,120720000,94750000,0.64,102,10730000,6.7,12.9,9490000
2012-05-07 3:39,1336329594,dks,46.681831,2.99,121.860634,21.24,6100000000,5530000000,23.91,18,1.39,1.18,3.77,1.06,10.12,5.06,8.25,9.61,17.61,5210000000,43.35,6.1,1590000000,546500000,263910000,2.1,27,734400000,6.04,159020000,9.74,1.99,13.46,410420000,168180000,1.11,49.27,42.76,1459240,121560000,95500000,0.64,102,7770000,5.4,9.1,7740000
2012-11-14 10:19,1352855975,dks,46.559383,12.96,122.095016,34.77,6190000000,5860000000,24.39,17.58,1.36,1.12,3.82,1.06,9.71,4.78,8.79,10.57,16.87,5510000000,45.65,10,1590000000,603530000,263380000,2.09,-27.3,350400000,2.89,22990000,1.43,1.73,13.34,351420000,82990000,1.17,50.98,49.46,1331560,121410000,95230000,0.73,104.4,11130000,10.1,13,10140000
2012-11-19 0:18,1353251894,dks,48.226231,10.1,124.96933,31.49,6110000000,5840000000,23.17,17.19,1.3,1.08,3.58,1.03,9.44,4.82,8.81,10.28,16.65,5640000000,46.59,11.2,1590000000,618540000,272040000,2.16,20.9,294490000,2.41,22740000,1.33,1.69,13.96,457590000,201240000,1.17,50.82,49.46,1201270,122100000,95770000,0.73,104.4,11130000,10.1,13,10140000
2013-01-23 16:11,1358925063,dks,45.114086,12.2,135.118652,24.85,5860000000,5630000000,22.12,16.35,1.28,1.05,3.46,1,9.1,4.82,8.81,10.28,16.65,5640000000,46.59,11.2,1590000000,618490000,272040000,2.16,20.9,294490000,2.4,22740000,1.33,1.69,13.9,457590000,201210000,1.26,47.28,49.75,1418950,122650000,96430000,0.73,104.4,9410000,5.6,11,10050000
2013-05-18 11:04,1368842669,dks,49.026703,-0.06,151.683975,14.92,6410000000,6110000000,22.55,15.74,1.21,1.1,4.06,1.05,9.41,4.98,8.97,11.12,18.06,5840000000,47.98,12,1840000000,648770000,290710000,2.31,16.8,345210000,2.81,16270000,1.02,1.6,12.9,438280000,204630000,1.15,48.77,48.65,1713290,123010000,97140000,0.99,105.5,6320000,4.6,6.4,6790000
2013-07-02 10:50,1372729850,dlph,48.338451,36.41,147.252701,24.75,16250000000,17500000000,16.42,10.45,0.73,1.05,6.77,1.13,8.24,6.54,10.49,10.15,39.52,15450000000,48.35,-1.7,2660000000,2120000000,1010000000,3.16,-19.3,830000000,2.66,2480000000,85.54,1.47,7.67,1330000000,728500000,1.03,49.41,43.18,2107220,312640000,287480000,0.88,99.3,6230000,2.8,2,5980000
2007-04-09 1:20,1176049244,dltr,12.683333,-25.44,115.52166,-3.43,3740000000,3700000000,20.58,16.27,1.24,0.95,3.27,0.93,7.764,4.84,7.84,10.83,16.41,3970000000,38.463,22.2,1360000000,477000000,192000000,1.85,12.8,306800000,3.123,268800000,0.23,2.502,11.716,412800000,207640000,0.96,35.84,32.33,1487660,98250000,94270000,4.21,93,6390000,3.5,6.8,6390000
2008-12-05 5:53,1228423995,dltr,14.1,10.61,72.4692,29.52,3630000000,3820000000,16.61,14.58,1.09,0.8,3.21,0.84,7.383,4.81,7.81,11.74,20.61,4560000000,50.395,11.6,1460000000,517000000,219000000,2.41,20.1,78600000,0.869,267600000,0.235,2.332,12.598,371600000,187110000,0.43,37.47,36.95,2586340,90500000,86690000,3.19,98,7260000,3.1,8.3,6740000
2008-12-26 23:10,1230300640,dltr,13.97,16.99,72.417717,32.04,3800000000,3930000000,17.37,15.24,1.18,0.82,3.28,0.86,7.601,4.81,7.81,11.74,20.61,4560000000,50.395,11.6,1460000000,517000000,219000000,2.41,20.1,78600000,0.867,267600000,0.235,2.332,12.584,371600000,187110000,0.43,39.75,37.59,2574970,90620000,86810000,3.19,97.9,8120000,2.4,9.3,7260000
2011-10-03 23:18,1317651517,dltr,36.84,29.29,96.671288,34.26,8990000000,8890000000,20.44,16.05,1.07,1.47,5.79,1.42,10.15,7.24,11.47,18.89,30.42,6240000000,50.26,11.9,2090000000,875700000,451600000,3.61,21.7,545400000,4.47,265500000,16.72,2.84,12.98,624100000,317910000,0.17,71.65,64.11,1589750,122010000,118040000,2.76,91.4,6080000,3.1,5.8,6850000
2011-11-18 21:54,1321620892,dltr,37.98,2.21,107.267929,14.19,9270000000,9030000000,21.07,16.34,1.04,1.49,5.88,1.45,10.31,7.24,11.47,18.89,30.42,6240000000,50.26,11.9,2090000000,875700000,451600000,3.61,21.7,545400000,4.47,265500000,16.72,2.84,12.98,624100000,317910000,0.24,78.64,69.66,1579900,122010000,118040000,2.76,91.4,4890000,3.5,4.7,6030000
2012-03-19 5:03,1332100983,dltr,46.845001,-5.28,125.193794,12.21,10880000000,10850000000,23.15,16.6,1.06,1.64,8.11,1.64,11.47,7.36,11.8,20.76,34.83,6630000000,55.12,12.8,2090000000,946000000,488300000,4.03,15.6,288300000,2.47,265500000,19.75,2.08,11.53,686500000,377100000,0.21,88.72,81.62,1578650,116600000,112740000,2.82,92.7,3100000,3,3,3060000
2012-07-21 19:43,1342867433,dltr,51.380001,4.22,121.929176,26.73,11920000000,11800000000,24.37,18.03,1.2,1.79,8.25,1.73,12.09,7.39,11.89,20.93,33.93,6810000000,28.7,11.5,2380000000,975800000,503400000,2.11,15,382300000,1.65,265500000,17.93,1.6,6.38,664700000,405450000,0.21,53.24,48.12,2175700,231960000,224110000,2.89,89.6,6180000,2.7,3.2,3440000
2012-09-23 16:46,1348386396,dltr,48.549999,19.22,131.023331,19.04,11180000000,11070000000,21.63,16.92,1.15,1.63,7.48,1.59,10.96,7.57,12.05,21.1,33.93,6970000000,29.81,10.5,2380000000,1010000000,527700000,2.25,25.6,379800000,1.65,264300000,17.35,2.28,6.61,707100000,464710000,0.14,48.78,50.02,2324560,230320000,222480000,2.89,89.6,3790000,1.7,2,3730000
2012-10-12 4:10,1349982618,dltr,41.110001,42.76,128.346603,21.76,9970000000,9850000000,19.28,15.03,1.05,1.55,7.1,1.41,9.75,7.57,12.05,21.1,33.93,6970000000,29.81,10.5,2380000000,1010000000,527700000,2.25,25.6,379800000,1.65,264300000,17.35,2.28,6.61,707100000,464710000,0.16,47.64,50.09,2528990,230320000,222400000,2.86,89.8,3950000,1.6,2,4110000
2012-11-04 4:51,1351972270,dltr,39.59,46.4,127.152008,27.65,9120000000,9000000000,17.63,14.04,0.89,1.33,6.11,1.29,8.91,7.57,12.05,21.1,33.93,6970000000,29.81,10.5,2380000000,1010000000,527700000,2.25,25.6,379800000,1.65,264300000,17.35,2.28,6.61,707100000,464710000,0.2,44.39,49.34,3379270,230320000,222450000,2.86,89.8,4420000,1.2,2.3,3950000
2013-02-06 16:16,1360134984,dltr,39.560001,28.64,136.7379,19.78,9030000000,9040000000,15.97,14.1,0.92,1.27,5.85,1.27,8.76,8.16,12.12,21.19,38.76,7090000000,30.69,7.8,2380000000,1030000000,578600000,2.49,48.7,222400000,0.98,264300000,17.18,2.01,6.77,681200000,433150000,0.15,39.61,43.63,3874420,227210000,207470000,2.86,89.8,4190000,1.2,2.2,5080000
2013-04-23 18:21,1366708880,dltr,48.200001,6.87,143.361069,21.2,10870000000,10530000000,18.06,15.03,0.95,1.45,6.43,1.42,9.61,8.38,12.45,22.65,41.12,7390000000,32.25,15.4,2650000000,1100000000,619300000,2.68,21.7,399900000,1.78,271300000,16.27,2.18,7.42,677700000,416120000,0.12,46.5,42.01,3075660,224590000,204820000,2.91,92.6,4370000,1.6,2.3,5040000
2011-02-23 18:31,1298453460,dlx,20.56909,7,113.56575,6.47,1260000000,2070000000,8.28,7.81,1.14,0.94,5.79,1.48,5.66,10.88,20.85,14.5,89.34,1400000000,27.33,3.3,839410000,366200000,153400000,2.95,14,17400000,0.34,755100000,333.82,0.81,4.41,212600000,160720000,1.89,24.78,21.37,434776,51360000,50730000,0.78,79.6,2690000,6.1,6,2800000
2012-01-23 8:13,1327274019,dlx,20.244316,51.48,116.470459,15.82,1190000000,1940000000,8.67,7.34,1.2,0.85,4.2,1.38,5.51,9.95,19.7,12.73,57.47,1400000000,27.44,-3.4,913820000,351980000,138850000,2.7,-27.7,24960000,0.49,775590000,273.7,0.74,5.58,213380000,194340000,2.1,22.62,22.22,350723,50820000,50180000,0.98,78.3,5520000,15.3,12.2,5490000
2012-10-22 11:20,1350872443,dlx,26.228544,61.8,128.813705,24.99,1500000000,2190000000,9.36,8.4,1.19,1.02,4.17,1.49,5.9,11.08,20.67,13.78,52.17,1470000000,28.94,7.1,924190000,372080000,161830000,3.17,19.1,47150000,0.93,742140000,206.77,0.77,7.1,231090000,215770000,1.27,30.45,26.32,332103,50560000,49870000,1.1,86.8,6110000,16,13.9,6400000
